ID,mcc,mnc,country,operator,isvaild,country_en
4291,434,7,乌兹别克,Uzdunrobita,1,Uzbek
4292,541,1,瓦努阿图,Telecom Vanuatu Ltd,1,Vanuatu
4293,734,1,委内瑞拉,Corporacion Digitel C.A.,1,Venezuela
4294,734,2,委内瑞拉,Corporacion Digitel C.A.,1,Venezuela
4295,734,3,委内瑞拉,Corporacion Digitel C.A.,1,Venezuela
4296,734,4,委内瑞拉,Telefónica Móviles Venezuela,1,Venezuela
4297,734,6,委内瑞拉,Telecomunicaciones Movilnet,1,Venezuela
4298,452,1,越南,Vietnam Mobile Telecom Services Company (VMS),1,Vietnam
4299,452,2,越南,Vietnam Telecom Services Company,1,Vietnam
4300,452,3,越南,S-Telecom,1,Vietnam
4301,452,4,越南,Viettel Telecom,1,Vietnam
4302,452,5,越南,Hanoi Telecom,1,Vietnam
4303,452,6,越南,EVNTelecom - EVN,1,Vietnam
4304,452,8,越南,EVNTelecom - EVN,1,Vietnam
4305,452,7,越南,GTEL Mobile JSC,1,Vietnam
4306,421,1,也门,,1,Yemen
4307,421,2,也门,SpaceTel,1,Yemen
4308,421,3,也门,Yemen Mobile,1,Yemen
4309,421,4,也门,Y,1,Yemen
4310,645,1,赞比亚,Bharti Airtel,1,Zambia
4311,645,2,赞比亚,MTN Group,1,Zambia
4312,645,3,赞比亚,Zambia Telecommunications Company Ltd,1,Zambia
4313,648,1,津巴布韦,Net*One Cellular (Pvt) Ltd,1,Zimbabwe
4314,648,3,津巴布韦,Telecel Zimbabwe (PVT) Ltd,1,Zimbabwe
4315,648,4,津巴布韦,Econet Wireless (Private) Limited,1,Zimbabwe
4316,901,1,国际共享,ICO Satellite Management,1,International share
4317,901,2,国际共享,Sense Communications International,1,International share
4318,901,5,国际共享,Thuraya RMSS Network,1,International share
4319,901,6,国际共享,Thuraya Satellite Telecommunications Company,1,International share
4320,901,9,国际共享,Tele1 Europe,1,International share
4321,901,12,国际共享,Maritime Communications Partner AS,1,International share
4322,901,13,国际共享,Global Networks Switzerland Inc.,1,International share
4323,901,14,国际共享,AeroMobile AS,1,International share
4324,901,15,国际共享,OnAir Switzerland Sarl,1,International share
4325,901,16,国际共享,Jasper Systems,1,International share
4326,901,18,国际共享,AT&T Mobility,1,International share
4327,901,19,国际共享,Vodafone Malta Maritime,1,International share
4328,901,21,国际共享,Seanet Maritime Communications,1,International share
4329,901,23,国际共享,Beeline,1,International share
4330,901,24,国际共享,Voxbone,1,International share
4331,901,26,国际共享,Telecom Italia,1,International share
4332,901,28,国际共享,GDSP,1,International share
4333,901,32,国际共享,MegaFon,1,International share
